motif_index_0based,motif_id,motif_title,motif_gloss,description_present,tradition_frequency,tradition_prevalence
1827,m39a6e_10,m39a6e_10,,False,13,0.014038876889848811
1828,m39a6f_10,m39a6f_10,,False,10,0.01079913606911447
1829,m39b_11,Fool attacks his own dwelling,"Person does not put attention to which direction his canoe goes. As a result he returns to his own dwelling, attack its inhabitants killing his own kin",True,5,0.005399568034557235
1830,m39b1_11,Paddling in both directions,Persons sitting in a canoe paddle in opposite directions and the canoe does not move,True,5,0.005399568034557235
1831,m39c_11,Pumpkin sold as a donkey’s egg,"A numskull finds or buys an unknown fruit (pumpkin, melon, etc.). He mistakes it for an egg of a donkey (mare. camel, etc.). When he drops it or throws it off he scares a hidden hare (rabbit, fox, mouse, etc.). The fool thinks the fugitive is a young animal hatched from the egg",True,51,0.0550755939524838
1832,m39d_11,Four plaintiffs and one defendant,In succession and unintentionally a man causes damage to others. All of them together bring him to the court. In each case the judge makes decisions that are formally logical but patently unacceptable and saves the man,True,49,0.052915766738660906
1833,m39e_11,What sort of a tree?,"Asking about minor details of the case, a judge demonstrates that the plaintiff (or the defendant) lies because he does (not) know about them ",True,18,0.019438444924406047
1834,m39e1_11,m39e1_11,,False,3,0.0032397408207343412
1835,m40_11,The distorted instructions,"A weaker (animal) person comes to a wife or a son of a stronger one and tells her or him that her (him) husband or father has ordered to give him food, to make love to him, etc.",True,49,0.052915766738660906
1836,m41_11,The eye-juggler,Person plays throwing his eyes or (Alaska Athabascans) his tooth up or away. Eyes or tooth first come back to eye sockets or mouth but eventually are lost,True,51,0.0550755939524838
1837,m42_11,Eyes: lost and found,Person loses his eyes because of his playfulness or negligence. He makes new eyes of some substance or/and takes eyes of another person,True,98,0.10583153347732181
1838,m42a_11,Eyes of berries,"Person (usually after losing his own eyes), makes new eyes of berries and is able to see again",True,25,0.026997840172786176
1839,m42b_11,Eyes of gum,"Person loses his eyes, makes new ones of gum and is able to see again (though usually not well)",True,21,0.02267818574514039
1840,m42c_11,"Falling from a bluff, eats his own marrow","Breaking his leg after falling from a bluff, person becomes to eat his own bone marrow",True,4,0.004319654427645789
1841,m43_10,Doll as a decoy,"To kill or catch a monster, human figure of wood or clay or alive woman is exposed as a bait. Usually monster's claws or sharp leg get stuck in the wood",True,30,0.032397408207343416
1842,m44a_11,Thieves of food: the first people,Person discovers that somebody steals game or fish from his trap or devastates his garden. He or his guards catch the thieves who prove to be the first humans beings or the first men,True,6,0.0064794816414686825
1843,m44b_11,Thieves of food: the women,Person discovers that somebody steals game or fish from his trap or devastates his garden. He or his guards catch the thieves who prove to be (the first) women or the thief is the water being whom the hero lets go after receiving a woman for ransom,True,41,0.04427645788336933
1844,m44c_11,Thieves of food: a young hero,A boy or young man comes to steal food of a person who is elder than he. Usually he is caught but not punished and invited to live with the elder person,True,31,0.03347732181425486
1845,m45_11,A predator tricks animals to gather around him,"A predator animal falls asleep or pretends to be dead or sleeping. A lot of animals gather around him, he kills many or they run away in panic",True,28,0.03023758099352052
1846,m45a_11,Old man and animals,"A man falls asleep or pretends to be sleeping or dead. Animals take him for dead: mourn, carry to bury, are going to eat up, etc. The man kills a lot of animals or obtain valuables otherwise ",True,33,0.035637149028077755
1847,m46a_11,Picked up baby,"Person turns into baby, is picked up by the owner of valuables, steal the valuables or make love to a woman",True,34,0.0367170626349892
1848,m46b_11,Baby born by woman,"Person turns into tiny object or creature. Touching or swallowing it, the woman conceives and gives birth to a baby-boy. The boy steals valuables or make love to the woman",True,35,0.03779697624190065
1849,m46c_11,Swallowed conifer-needle,"Person turns into conifer-needle, a tiny particle, a small insect. Swallowing it by chance, the woman becomes pregnant and gives birth to a boy",True,26,0.028077753779697623
1850,m46d_11,Child cries for a toy,"A small child cries and becomes satisfied only when he gets a particular object to play with. This object is of high value and is hidden in the house. As soon as the object is given to the child, the fate of his mother or of whole humanity changes",True,25,0.026997840172786176
1851,m47_10,Head put to bottoms,"Punishing a person or animal or restoring his or its body after its disin­teg­ration, a powerful being intentionally or by chance puts head to bottoms",True,16,0.017278617710583154
1852,m48_11,Trickster turns into buffalo,"Trickster asks an animal to transform him but breaks condition of transformation and acquires his original guise. Usually he asks a big horned animal (buffalo, elk) to turn him into buffalo (elk) too. Animal charges, trickster is scared. Next time he remains on the place, turns into buffalo but trying to transform the same way another person, turns back into his own self",True,13,0.014038876889848811
1853,m49_10,Man in a skin of another,"Hero comes across a (animal-)person from an enemy group and takes his or her appearance, usually dressing himself in a skin of his victim; after this he penetrates the enemy camp",True,86,0.09287257019438445
1854,m49a_10,m49a_10,,False,42,0.04535637149028078
1855,m50_11,Man follows stars,A man tries to join a group of persons who are or become stars (usually the Pleiades) but suffers a reverse; or he pursues the stars to have sexual contact or to be reintegrated with members of his family,True,32,0.03455723542116631
1856,m51_11,Meat in a tree,"One of two animal-persons kills game, another claims it for himself. The weaker one deceives the stronger, carries the meat to a high tree or rock, throws down something inedible instead of meat. Usually this object is sharp or heavy, the stronger one is killed or injured. In some variants meat is carried to a tree not by the person who originally got it but by one who tried to appropriate it)",True,45,0.04859611231101512
1857,m52_11,Butchered carcass,A small animal (not a predator) or a weak person kills a big game. He asks another (animal-)person to skin or butcher the carcass. The latter is willing but takes or tries to take all the meat for himself,True,28,0.03023758099352052
1858,m53_11,Hoodwinked dancers,"Person invites birds or animals (usually geese and ducks) to dance or stand around him and concentrate their attention on some activity (usually to dance with their eyes shut), kills them, usually one by one. Or (rare) he dances himself with his eyes shut and then kills water fowl who gather around him",True,56,0.06047516198704104
1859,m53a_11,Raven and seals,Raven tricks seals or other water mammals to gather around him and kills them by deception,True,6,0.0064794816414686825
1860,m53b_11,Bag with songs,Trickster pretends to have songs in his bag,True,15,0.016198704103671708
1861,m53c_11,Red eyes,"Trickster suggests water fowl to dance around him with their eyes shut, kills them one by one. He warns that eyes of a bird who would open them become red. In some versions, the bird who opened its eyes got them really red",True,16,0.017278617710583154
1862,m53d_11,Would believe enemies,"Person creates figures that look like enemies or pretends that enemies come. People run away, person gets all valuables for himself",True,14,0.01511879049676026
1863,m53e_11,Would believe evil omen,"Person (always a raven) kills a whale. When people come, he tells them about some circumstances that can make the meat dangerous. People do not dare to touch the meat and the deceiver eats it alone",True,7,0.00755939524838013
